,Review_title,Review_text,Ratings
7295,Mind-blowing purchase,Best mobile phone under 10k.,5
7296,Best in the market!,"Performance is good
Back style.is over power❤️",5
7297,Nice product,Very good 👍,4
7298,Excellent,"Best phone this price range
Best gaming phone this price reng",5
7299,Must buy!,Super cemera quality 👌👌👌,5
7300,Wonderful,"It's looks amazing.. value fr money ..
My bro very happy with this phn",4
7301,Perfect product!,I am happy very very nice phone,5
7302,Terrific purchase,"Frente cam flash light is awesome. Nice cam .
Value of money so good",5
7303,Just wow!,Verry nice phone,5
7304,Excellent,"Camera 📷 good 4/5
Battery 🔋 5/5
Display 4/5
Amazing product
Performance 4.5/5
Value for money 4.8/5",5
7305,Good quality product,Value for money....,4
7306,Terrific purchase,Value of money,5
7307,Terrific,"Wow this phone is value for money because this phone is display so long,battery so big ?",5
7308,Worth every penny,Awesome Mobile in this Price...Simply Go for it,5
7309,Highly recommended,"Volume low
All best 👍👍👍
Below for many",5
7310,Highly recommended,"Nice shot
Best in the range
Nice picture quality..",5
7311,Classy product,Nic,5
7312,Wonderful,Phone is Good but heating problem.,4
7313,Very Good,Good phone,4
7314,Fabulous!,Awesome infinix mobile and infinix hot 10s also good. Battery backup is mindblowing.,5
7315,Unsatisfactory,This phone has a very bad network issue. Please save your money don't buy this phone. Company doesn't care about it. No one reply to your problem.,1
7316,Hated it!,PHONE IS NOT BAD BUT FLIPKART POLICY IS VERY BAD........PLEASE DO NOT BUY ANY PRODUCT OF FLIPKART ...INFINIX PHONE FLIPKART COMMESION IS HEAVY,1
7317,Fabulous!,"Mobile is very good, I am very 😊😊",5
7318,Awesome,"Nice Phone , Nice Camera , Superb Battery..👌👍",5
7319,Does the job,"Camera not upto the mark
Display average
Battery ok
Performance ok",3
7320,Bad quality,"Phone is good,but it is heated when it is charging",2
7321,Wonderful,Value of 💰 money this is tha best product,5
7322,Good choice,The phone is good but one problem there is no c type cable,4
7323,Wonderful,Best value for money,4
7324,Fabulous!,"VERY BEST PHONE IN THIS PRICE REALLY AWESOME..
I GOT IT AT JUST 8799 RUPEES....
CAMERA- 5/5
SPEAKER- 4.5/5
BATTERY- 5/5
DISPLAY- 5/5
FINGERPRINT- 4.5/5
REAR FLASH- 5/5
FRONT FLASH-5/5
Normally no phone have front flash...",5
7325,Wonderful,"👉This is a awasome camera phone with 48 mp tripal camera sensor 👌🏻👌🏻👌🏻👌🏻
👉Best 90 hz display refresh rate 😍😍
👉Osm value for money smart phone 💯💯
👉This is a good product for pubg lovers 🤠",5
7326,Could be way better,"Overall good but nothing too muche! Camera not so good like 48mp! Display 5.89 Inc big but light and video quality to Low, Battery parformen fine😉 , just ok",2
7327,Bad exp with this Phone from INFINIX,"Not so good. previously I used INFINIX NORE 5, a far more better fone than this. Camera is said to be 48 MP, but its an eye wash. Camera is very bad, Front camera is just like 2MP era. Battery is much hyped, NOTE 5 battery was 4000mah and went far long than this one's so called 6000mah. So dont go for this mobile, you will be frustrated.",1
7328,Worth every penny,"Use full battery life is to good camera are also perfect
Refresh rate is better but one things that is phone not charge fastly although everything is perfect.",5
7329,Best in the market!,After use of 1 week I am totally satisfied with this phone.Everything is awesome in worth for money 👍 If you r searching for budget smartphone you can go with this...👍🏻,5
7330,Great product,"Nice phone totally worth it best in the segment i bought this for my mother and she is very happy with this phone. Battery life is amazing can give 2 days backup easily. but charger is only 10 watt not 18w so it takes almost 3 and half hour to full charge.camera is decent. performance is top notch in this price G-85 is true beast. only con of this phone is hd display not full hd and there is no type c port it still using type a in 2021.Hd display can be justified according to the price but no...
READ MORE",5
7331,Classy product,"Phone is superb
But it would have been better if the fast charging was given and if the camera section is improved by replacing the 2MP & AI otherwise the phone is very good at this price range.
Battery is very good, Display is awesome .",5
7332,Brilliant,"Battery is good, display is good.
I like a lot it isa very nice moddle look wise also too good camera quality is also too good. Thank you so much Flipkart.",5
7333,Perfect product!,"It's the best spec overloaded phone under 10000 budget.
It's has a large display that you can watch movies play games just experience like a gaming PC. It has absolutely ultra smooth display of 90Hz refresh rate . I love this phone. INFINIX is know what we need.
But it has a demerit of HD+ display but it's not so big deal. I have run PUBG Mobile around 8 hours non-stop and the battery still left 15% if buy this phone you will not regret yourself.
Best mobile in 10,000.
👌👌👌👌👌



LOVE You ...
READ MORE",5
7334,Nice product,"Camera is not so good
Battery is good phone works for full whole day once grt charge
Display is nice
Overall phone looks good",4
7335,Mind-blowing purchase,Awesome mobile good features good battery and very clarity camera super i love flipkart,5
7336,Fabulous!,Great mobile realme have bought good premium budget mobile and one thing I have used realme 7 mobile which is good mobile but after purchasing this mobile to my mom I have used for a week and it gives classy performance with 810 dimensity processor and full smooth and camera is good it is light weight mobile & Fast charging good battery backup for a day 👌and it is a worthy mobile i recommend you to buy this amazing product. And realme at it's best,5
7337,Fabulous!,"After I am using two days my review was:
Camera 5/5
Display:5/5
Battery backup:5/5
Performance:5/5....
All super and worth for money....I recommend this phone for smooth and value for money.....",5
7338,Terrific,"Writing this review after 20 days of usage. Camera quality is good with good zoom and in depth picture. Battery last to 36-40 hrs after continuos use including continuous calls, surfing, videos etc. Smooth functioning. Go for 8 GB ram. Performance is smooth with no lag.
Only the screen could have been better but doesn't matter much.
Overall good mobile for a great price range.",5
7339,Wonderful,A good product by realme. Performance is the best in this smartphone and camera 📷 quality is very good. A good phone in this price range.,4
7340,Nice,"This phone 📱 did not have such great features 🤷🏻‍♀️
I really disappointed by Realme,,,,, I was using Realme One from 4 years it was really good worth of 5 stars 🌟
Camera is not so good, quality is not there, also selfie features is not good, while taking pic without lipstick the camera itself gives the lipstick shades 🤦🏻‍♀️,,, colour of the display quality is just ok,,,
One thing is soft touch and performance is good 👍 battery is okay 👍",3
7341,Fabulous!,"Review after 1 week use
Camera - 4
Battery - 5
Performance - 5
Sound - 3.5
Display-5
Price- 4
Overall - 4.5
Such a good phone. Camera quality is quite good, battery backup is fabulous. But they can give stereo speakers at this price range although sound quality is also good. It got 90hz smooth display and have a good performance",5
7342,Hated it!,Not good .. No value for money... Cemera was not 64 mp not also competitive to 20 mp.. apps were always on in background.. Don't have any kind a cleaning application.. Full of lags.. And they told that it was the number one brand.. Don't have useable features in it..,1
7343,Perfect product!,"Writing this review after 3 days of usage. Camera quality is good with good zoom and in depth picture. Battery last to 36-40 hrs after continuos use including continuous calls, surfing, videos etc. Smooth functioning. Go for 8 GB ram. Performance is smooth with no lag. Only the screen could have been better but doesn't matter much. Overall good mobile for a great price range.",5
7344,Best in the market!,"Super Mobile for gaming and it is best mobile for camera and photo you must buy this only, that realme 7 max has nothing for being max 🤣🤣, this is more better than all other realme mobile i like the gaming mode in game space and best for playing hard core gaming you must buy this only, don't buy redmi and oppo and all, go for it 👌👌👌👌",5
7345,Mind-blowing purchase,Awesome mobile good features good battery and very clarity camera super i love flipkart,5
7346,Fabulous!,Great mobile realme have bought good premium budget mobile and one thing I have used realme 7 mobile which is good mobile but after purchasing this mobile to my mom I have used for a week and it gives classy performance with 810 dimensity processor and full smooth and camera is good it is light weight mobile & Fast charging good battery backup for a day 👌and it is a worthy mobile i recommend you to buy this amazing product. And realme at it's best,5
7347,Fabulous!,"After I am using two days my review was:
Camera 5/5
Display:5/5
Battery backup:5/5
Performance:5/5....
All super and worth for money....I recommend this phone for smooth and value for money.....",5
7348,Terrific,"Writing this review after 20 days of usage. Camera quality is good with good zoom and in depth picture. Battery last to 36-40 hrs after continuos use including continuous calls, surfing, videos etc. Smooth functioning. Go for 8 GB ram. Performance is smooth with no lag.
Only the screen could have been better but doesn't matter much.
Overall good mobile for a great price range.",5
7349,Wonderful,A good product by realme. Performance is the best in this smartphone and camera 📷 quality is very good. A good phone in this price range.,4
7350,Nice,"This phone 📱 did not have such great features 🤷🏻‍♀️
I really disappointed by Realme,,,,, I was using Realme One from 4 years it was really good worth of 5 stars 🌟
Camera is not so good, quality is not there, also selfie features is not good, while taking pic without lipstick the camera itself gives the lipstick shades 🤦🏻‍♀️,,, colour of the display quality is just ok,,,
One thing is soft touch and performance is good 👍 battery is okay 👍",3
7351,Fabulous!,"Review after 1 week use
Camera - 4
Battery - 5
Performance - 5
Sound - 3.5
Display-5
Price- 4
Overall - 4.5
Such a good phone. Camera quality is quite good, battery backup is fabulous. But they can give stereo speakers at this price range although sound quality is also good. It got 90hz smooth display and have a good performance",5
7352,Hated it!,Not good .. No value for money... Cemera was not 64 mp not also competitive to 20 mp.. apps were always on in background.. Don't have any kind a cleaning application.. Full of lags.. And they told that it was the number one brand.. Don't have useable features in it..,1
7353,Perfect product!,"Writing this review after 3 days of usage. Camera quality is good with good zoom and in depth picture. Battery last to 36-40 hrs after continuos use including continuous calls, surfing, videos etc. Smooth functioning. Go for 8 GB ram. Performance is smooth with no lag. Only the screen could have been better but doesn't matter much. Overall good mobile for a great price range.",5
7354,Best in the market!,"Super Mobile for gaming and it is best mobile for camera and photo you must buy this only, that realme 7 max has nothing for being max 🤣🤣, this is more better than all other realme mobile i like the gaming mode in game space and best for playing hard core gaming you must buy this only, don't buy redmi and oppo and all, go for it 👌👌👌👌",5
7355,Perfect product!,"After I am using nine days my review was:
Cemera 5/5
Display:5/5
Battery backup:5/5
Performance:5/5
All super and worth for money......... I recommend this phone for smooth and value for money.....
Thank you for realme 🤪🤪🤪🤪",5
7356,Must buy!,Thanks flipkart.. next day delivery... very nice smartphone.. light weight.. good camera.. good display... good battery 🔋 life.... value for money...,5
7357,Terrific,It was a gift for my mom and she loved it. The happiness on her face was priceless. Loved it ❤️👍,5
7358,Very Good,Before time delivery.. slim.. light weight.. good camera.. value of 💰.. LCD display was good but Amoled will Better... but overall good,4
7359,Simply awesome,Wonderful mobile with future proof 5G compatible. Battery backup is very nice. Display with 90 frame refresh rate. And 8 GB of RAM. 128 GB ROM. Good device.,5
7360,Really Nice,"Purchase worth it. Review after 1 month of use.

Performance: Good & smooth
Battery: decent backup with normal whole days phone calls. Lasts about 36 hrs straight. Fast charging is good.

Camera is very interesting. AI shorts are total disaster.

UI and ease of use: Too good.

Sounds are best.

Connectivity is good. 5G not yet tested.

You can buy it if you are looking for a budget phone with great latest features.",4
7361,Value-for-money,"Let me tell me genuine review.

If you are looking for packed performance mobile in this range then this is the one best configuration mobile available in the market. Value for money.

Suitable for gamers, daily usage and mobile that will last for another 5 years easily.

Prons.
1. Good battery backup.
2. 90 hz refresh rate.
3. Dynamic ram which by which we can add another 5 GB.
4. processor is 6nm.
5. Dedicated memory slot (up-to 1 TB)and 2 SIM both supports 5G.
6. 33W charger which charge ...
READ MORE",4
7362,Just wow!,"Great smartphone so far in Android, Worth buying, when you hold phone in your hand you will feel its richness. Camera is awesome, battery backup is beyond my expectations, fast charging like anything, very fast and smooth. Five stars for realme 8s 5g",5
7363,Nice product,"Everything is good except auto call recording. Needs to update the features on this.
Pros:
Fantastic battery backup, very good front and rear cameras, fast processing of apps without lag, crystal clear sound quality
Cons:
Bad auto call recording facility",4
7364,Fabulous!,"Very good at the price tag
Good performance, no lags no hang ups
Camera is good, but it should have been much better if provided with wide angle camera
And sound quality is good, but it would be good if it is equipped with stereo speakers

90 Hz refresh rate makes it good for all types of work
The gaming experience is awesome, as usual heats a bit if played more than an hour",5
7365,Highly recommended,Snappy performance. LCD quality is excellent. I wish they had given wide angle camera. Build quality is nice. Primary camera click good pics. Selfie cam is good too.,5
7366,Worth the money,"PHONE PERFORMANCE IS GOOD
BUT CAMERA IS AVERAGE
BATTERY IS DECENT ENOUGH FOR SINGLE DAY
DISPLAY IS AWESOME AS IT 90HZ

PLUS POINT ONLY IS 5G",4
7367,Worth every penny,This is an amazing phone. On on many occasions it is even faster than iPhone. Battery life is quite good but it would have been even better if they have given our 6000 mah battery.,5
7368,Simply awesome,Very nice product,5
7369,Terrific,Night time camera quality,5
7370,Wonderful,Value for money 💰,5
7371,Mind-blowing purchase,Superb quality,5
7372,Awesome,So nice product good camera result good battery,5
7373,Mind-blowing purchase,Awesome display and image quality.,5
7374,Simply awesome,It's just wow u can go for it,5
7375,Perfect product!,"Very good camera
Go Puja
Which is the nice camera
Good selfie
Message display
But batteries little week
Others all good
Processor super
Thank you Flipkart",5
7376,Great product,It's very good,5
7377,Good choice,This is a very fabulous at this range....👌🙃,4
7378,Nice product,"Good product in all segments like camera, display and battery not more than expected",4
7379,Great product,"Nice phone .
Battery. Good
Camera . Good
Performance. Goods
🌟🌟🌟🌟🌟",5
7380,Excellent,"After using one month of this lovely mobile
Honestly this phone deserve 5***** rating
Camera 4.5****'
Battery 4.5****'
Processor 4.0****
Display 4.5****'
Design 4****
Value of money 5*****",5
7381,Terrific,Not bad,5
7382,Delightful,I lov😘😘,4
7383,Value-for-money,"Camera Very Good,
Battery Backup Good...",4
7384,Value-for-money,Good choice,4
7385,Excellent,Awesome,5
7386,Wonderful,Nice phone,5
7387,Wonderful,Nice look,5
7388,Mind-blowing purchase,Very good 😊😊😊,5
7389,Wonderful,"Performance: 5/5
Camera: 4/5
Battery:4/5
Charging: 5/5",5
7390,Must buy!,"After Using Xolo, vivo V5 pro, Realme 3Pro, & Samsung F41 for one year lastly, bought this after facing so many Hanging and solutionless issues with Samsung like Network drop in One sim. This is my second time Realme purchase. Camera is awsum, but little bit inferior than Samsung. Battery backup is much better than Samsung. Speed is ultra fast, despite my phone is storage full but running on full pace. Loved this phone .. and intrestingly & most importantly Found it Made in India.",5
7391,Fabulous!,good phone,5
7392,Terrific,"Amazing, excellent",5
7393,Super!,Nice product,5
7394,Mind-blowing purchase,Camera features too good,5
7395,Terrific,Super 💕💕💕 l Love it,5
7396,Awesome,Nice,5
7397,Don't waste your money,"This My Mobile Set have this problems, so having bad experience -
1- This not support to search your contacts. What you want to search, never comes on top, even your search comes with full particulars. It search only with starting digits, and if you even provide all particular, the required contact displays in depth of 100s numbers. Again you have to search like in a paper diary.
2- Your filling system not support. Fillings of various folder smash in file manager system and you cant search ...
READ MORE",1
7398,Good quality product,"Super mobile Nice product
Call recorder not available internal",4
7399,Super!,Good camera quality and video quality super phone 8s realme long betry time thanks flipkart,5
7400,Wonderful,"Wonderful, fabulous, fantastic...",5
7401,Brilliant,Nice phone 🙂,5
7402,Excellent,Very Nice Product,5
7403,Worst experience ever!,Worst experience ever with flipkart. Product is ok but support is worst. Will recommend others not to go for flipkart and for self also last purchase.,1
7404,Good choice,"Battery and camera was gud fast charging available , call record will be noticed to the oposite person every features are nice but the product price is high",4
7405,Great product,In this price range good phone...👍,5
7406,Excellent,All good,5
7407,Wonderful,Nice camera..best gaming performance,5
7408,Worthless,"Camera clarity is very very poor compared to the my old realme 3pro. Remaining all are ok but up to the expectations as this is 5g.
Other few issues which I see is:
Auto call recording is only for unknown numbers.
Sound clarity is also low compared to old realme mobile.",1
7409,Very Good,nice camera and good battery,4
7410,Classy product,This mobile is awesome All features are good and excellent .Thanks for this mobile and thanks for the realme team.,5
7411,Great product,Super Phone Good 5G Super Fast Performance🥰🥰🥰,5
7412,Simply awesome,Mind blowing purchase. Good battery backup. No lag in using the mobile.,5
7413,Super!,Good,5
7414,Really Nice,"CAMERA QUALITY GOOD .
PERFORMANCE IS FINE .
VALUE FOR MONEY IS OKAY.
BATTERY IS NOT UPTO THE MARK.
OVERALL GOOD PHONE.",4
7415,Excellent,"Nyc potrait
And Better battery backup
Camera is awesome
Performance is mind blowing",5
7416,Perfect product!,Excellent! ..,5
7417,Excellent,Extremely nice,5
7418,Bad quality,It's lagging sometimes,2
7419,Fabulous!,Good mobile,5
7420,Fabulous!,Must buy mobile if you also wanted a 5G go for it,5
7421,Brilliant,"I have been using this phone for the last one week, I have got the best camera results in this phone, and the battery backup is also very good. I will give 5 out of 5 numbers to all the features of this phone.",5
7422,Good choice,Good,4
7423,Don't waste your money,It's waste of money please don't buy it .it's hanging so much very poor work of ram .it's hanging hanging every time. Very bed experience in realme phone. i using 1st time phone of real me smartphone but in my life it's one of the worst phone do not buy it any one please 🥺🥺🥺🥺🥺,1
7424,Just wow!,"The mobile is very awesome..😻
Camera pictured are really very good..
Battery backup is really nice..
Best 5G phone in budget..
Overall performance are also good..
Totally satisfied with Realme. 😽",5
7425,Awesome,Love it,5
7426,Very poor,"Battery backup is not good
Sometime mobile is hangup",1
7427,Mind-blowing purchase,Nice product,5
7428,Excellent,"Value for money, light speed and fast processing.",5
7429,Slightly disappointed,Camara quality is not good .,2
7430,Value-for-money,Super product,4
7431,Good quality product,The price is a bit on higher side. Overall product is good but still there are things which will need to improve in this price segment.,4
7432,Fair,No amoled screen in this segment is bad,3
7433,Highly recommended,"Battery good
Display good
Mobile phone Price good",5
7434,Good choice,"Nice♥️♥️♥️♥️
Camera is best..
Super Battery",4
7435,Must buy!,Best in market awesome product,5
7436,Brilliant,"Very good phone, pls by this phone in this budget,I have exchange with old mobile,flipcart give best price for old mobile",5
7437,Terrific,All future right,5
7438,Simply awesome,Good,5
7439,Classy product,Very good mobile in This budget,5
7440,Fair,Over price,3
7441,Must buy!,Satisfied with Mobile..Good display and speed.,5
7442,Good,Sound quality not good. After using one month hanging problem in this mobile .,3
7443,Brilliant,Nice phone very nice,5
7444,Horrible,Worst camera don't waste your 💸💸💸,1
7445,Perfect product!,"After I am using nine days my review was:
Cemera 5/5
Display:5/5
Battery backup:5/5
Performance:5/5
All super and worth for money......... I recommend this phone for smooth and value for money.....
Thank you for realme 🤪🤪🤪🤪",5
7446,Must buy!,Thanks flipkart.. next day delivery... very nice smartphone.. light weight.. good camera.. good display... good battery 🔋 life.... value for money...,5
7447,Terrific,It was a gift for my mom and she loved it. The happiness on her face was priceless. Loved it ❤️👍,5
7448,Very Good,Before time delivery.. slim.. light weight.. good camera.. value of 💰.. LCD display was good but Amoled will Better... but overall good,4
7449,Simply awesome,Wonderful mobile with future proof 5G compatible. Battery backup is very nice. Display with 90 frame refresh rate. And 8 GB of RAM. 128 GB ROM. Good device.,5
7450,Really Nice,"Purchase worth it. Review after 1 month of use.

Performance: Good & smooth
Battery: decent backup with normal whole days phone calls. Lasts about 36 hrs straight. Fast charging is good.

Camera is very interesting. AI shorts are total disaster.

UI and ease of use: Too good.

Sounds are best.

Connectivity is good. 5G not yet tested.

You can buy it if you are looking for a budget phone with great latest features.",4
7451,Value-for-money,"Let me tell me genuine review.

If you are looking for packed performance mobile in this range then this is the one best configuration mobile available in the market. Value for money.

Suitable for gamers, daily usage and mobile that will last for another 5 years easily.

Prons.
1. Good battery backup.
2. 90 hz refresh rate.
3. Dynamic ram which by which we can add another 5 GB.
4. processor is 6nm.
5. Dedicated memory slot (up-to 1 TB)and 2 SIM both supports 5G.
6. 33W charger which charge ...
READ MORE",4
7452,Just wow!,"Great smartphone so far in Android, Worth buying, when you hold phone in your hand you will feel its richness. Camera is awesome, battery backup is beyond my expectations, fast charging like anything, very fast and smooth. Five stars for realme 8s 5g",5
7453,Nice product,"Everything is good except auto call recording. Needs to update the features on this.
Pros:
Fantastic battery backup, very good front and rear cameras, fast processing of apps without lag, crystal clear sound quality
Cons:
Bad auto call recording facility",4
7454,Fabulous!,"Very good at the price tag
Good performance, no lags no hang ups
Camera is good, but it should have been much better if provided with wide angle camera
And sound quality is good, but it would be good if it is equipped with stereo speakers

90 Hz refresh rate makes it good for all types of work
The gaming experience is awesome, as usual heats a bit if played more than an hour",5
7455,Just okay,"Bad Things :-
1. Camera quality is normal.
2. Selfie is bad
3. Micro USB
4. Sound system is not good

Good Things:-
1. Battery back up is awesome
2. Some extra features in this price
3. Finger print sensor and Face lock sensor is so fast
4. Screen resolution is good

Overall :-
Overall this phone is good except camera quality.",3
7456,Decent product,"Just an Average Phone
Pros:
✓The phone build quality is good.
✓The display is average, it's not that bright outdoors.
✓Beware that the Realme OS is different, it comes with Realme UI R, which is stock android version of realme UI, I think the chipset being not that powerful, With this OS phone can perform better.
✓Camera is decent outdoors, without enough lighting it struggles like hell.

Cons:
× If you think of doing gaming on this device, my advice would be go for POCO M3, M2 reloaded or S...
READ MORE",3
7457,Just okay,"1) many options missing
- no game mode OR game space like stuff
- no stock file manager ( google files installed )
- no stock gallery ( google photos installed )
Most of the stock options is replaced with Google app

NEED GAME SPACE

NAVIGATION BAR REMAINING BLACK WHILE PLAYING BGMI

Average CAMERA QUALITY
Don't buy if you like to get pictures and Selfies

Battery
Good enough battery
Charge full 100% at least once when you buy

Gaming
No Game Space -
Notification annoying while playing ...
READ MORE",3
7458,Excellent,I loved this phone. I can't believe they are giving this phone at this price. I really don't understand the bad reviews.And the camera is not that bad it is ok for normal use. It is not a gaming phone so don't buy it if you are looking for that. But for normal users the phone is perfect at this range. It is awesome guys go for it. Thank you flipkart 💐💐.,5
7459,Value-for-money,"If youre buying for clicking nice photos and videos, then swiftly avoid it, the camera is not for you. Other than that, it's a fine phone, fast processing, superfast fingerprint censor and cool weight distribution and not like typical light weight phone of realme brand. Only weird thing is that I couldn't find a FILE MANAGER and GALLERY application in it. Very very weired.",4
7460,Very Good,"Mobile touch is very smooth ☺️ and battery backup is best , but front camera is not good .but beat phone in this money 💰👍👍.
Thank you Filpkart 👍",4
7461,Nice product,"Super Company but in this phone I am not having gallery and I am seeing my photos in Google photos and screenshot settings are also not nice but the phone is very sensitive so, I am giving 5 star rating and the sound quality is best and the geometrical design is just looking class, the torch is also powerful.",4
7462,Wonderful,"Good camera
Battery very good
Network Quality good
*Value for money*
But
Features are not enough like call redial, double tap screen on, Qr code scanner, dual space, dual app and many other important functions",5
7463,Unsatisfactory,"Cons.

1.Three finger screen shot option not available
2.default system app lock option not available
3. Double tap screen lock, screen wake up not available
4.real time network speed tracker option not available
5. Data usage icon not available
6. Realme system theme app not available
7.realme system default gallery app not available only Google photos pre-installed
8. Realme file manager app not available only Google file manager installed
9. Camera quality poor like VGA camera
10. Low end...
READ MORE",1
7464,Great product,Fast delivery and excellent product I like it very good keep it up,5
7465,Just okay,"Bad Things :-
1. Camera quality is normal.
2. Selfie is bad
3. Micro USB
4. Sound system is not good

Good Things:-
1. Battery back up is awesome
2. Some extra features in this price
3. Finger print sensor and Face lock sensor is so fast
4. Screen resolution is good

Overall :-
Overall this phone is good except camera quality.",3
7466,Decent product,"Just an Average Phone
Pros:
✓The phone build quality is good.
✓The display is average, it's not that bright outdoors.
✓Beware that the Realme OS is different, it comes with Realme UI R, which is stock android version of realme UI, I think the chipset being not that powerful, With this OS phone can perform better.
✓Camera is decent outdoors, without enough lighting it struggles like hell.

Cons:
× If you think of doing gaming on this device, my advice would be go for POCO M3, M2 reloaded or S...
READ MORE",3
7467,Just okay,"1) many options missing
- no game mode OR game space like stuff
- no stock file manager ( google files installed )
- no stock gallery ( google photos installed )
Most of the stock options is replaced with Google app

NEED GAME SPACE

NAVIGATION BAR REMAINING BLACK WHILE PLAYING BGMI

Average CAMERA QUALITY
Don't buy if you like to get pictures and Selfies

Battery
Good enough battery
Charge full 100% at least once when you buy

Gaming
No Game Space -
Notification annoying while playing ...
READ MORE",3
7468,Excellent,I loved this phone. I can't believe they are giving this phone at this price. I really don't understand the bad reviews.And the camera is not that bad it is ok for normal use. It is not a gaming phone so don't buy it if you are looking for that. But for normal users the phone is perfect at this range. It is awesome guys go for it. Thank you flipkart 💐💐.,5
7469,Value-for-money,"If youre buying for clicking nice photos and videos, then swiftly avoid it, the camera is not for you. Other than that, it's a fine phone, fast processing, superfast fingerprint censor and cool weight distribution and not like typical light weight phone of realme brand. Only weird thing is that I couldn't find a FILE MANAGER and GALLERY application in it. Very very weired.",4
7470,Very Good,"Mobile touch is very smooth ☺️ and battery backup is best , but front camera is not good .but beat phone in this money 💰👍👍.
Thank you Filpkart 👍",4
7471,Nice product,"Super Company but in this phone I am not having gallery and I am seeing my photos in Google photos and screenshot settings are also not nice but the phone is very sensitive so, I am giving 5 star rating and the sound quality is best and the geometrical design is just looking class, the torch is also powerful.",4
7472,Wonderful,"Good camera
Battery very good
Network Quality good
*Value for money*
But
Features are not enough like call redial, double tap screen on, Qr code scanner, dual space, dual app and many other important functions",5
7473,Unsatisfactory,"Cons.

1.Three finger screen shot option not available
2.default system app lock option not available
3. Double tap screen lock, screen wake up not available
4.real time network speed tracker option not available
5. Data usage icon not available
6. Realme system theme app not available
7.realme system default gallery app not available only Google photos pre-installed
8. Realme file manager app not available only Google file manager installed
9. Camera quality poor like VGA camera
10. Low end...
READ MORE",1
7474,Great product,Fast delivery and excellent product I like it very good keep it up,5
7475,Classy product,Realme mobile is battery very good camera is best rest mobile awesome mobile thank you,5
7476,Pretty good,"Pros, Cons, Solutions of Cons, Recommendations and Suggestions:

Pros :
1)Very fast performance.
2)Sound is loud.
3)Fingerprint sensor works too fast.
4)Display is very good.
5)Big screen
6)Comfortable UI (INTERFACE)
7)Smart movements.
8) Smooth touch

Cons:
1) 3 finger screenshot feature missing.
2)Long screenshot feature missing.
3)Daily data usage not visible in notification or status bar.
4) Default Gallery (Photos) app missing.

Solutions of Cons:
2)For long screenshot, download an app ...
READ MORE",4
7477,Fabulous!,"At this price range realme c21y is good for daily uses,rear camera is good at sunlight,u can click quite good images,it's battery backup super,display is good enough at this price range,i'm disappointed with the selfie camera,they have used very basic camera,this phone is not for selfie lovers.speaker sound is not bad,about overall performance,yeah is okay.",5
7478,Wonderful,great phone in best discounts superb phone i love it 😊,5
7479,Good choice,"There is only two cones
1. Front camera quality low
2. No type C or fast charging
Pros -
1.Good battery performance
2. Smooth experience
3. Best budget phone for gaming
4. Fast app opening
5. Good looking
6. Fast face & fingerprint unlock",4
7480,Worth the money,"This 1st day use review
Nice mobile with very good realme R edition ui you can un intstall or disable apps which you not wanted
Lag free experience camera should be improve overall good budget phone",4
7481,Wonderful,Very nice 👍,4
7482,Highly recommended,Excellent,5
7483,Best in the market!,Nice Mobile on this Price 👌👌👌👌,5
7484,Decent product,"Camera quality is very low.
Speaker sound is normal.
Lookwise normal.
Battery backup is good.
Overall, it is only good mobile for basic users or new android users.",3
7485,Super!,Superior,5
7486,Pretty good,Nice one,4
7487,Worth the money,Awesome,4
7488,Classy product,Woooo nice product thanks flifcart,5
7489,Value-for-money,Good mobile but Quality bad settings full bad,4
7490,Very Good,Good product,4
7491,Wonderful,Low price me best mobile,5
7492,Simply awesome,Very good product,5
7493,Good quality product,Good product,4
7494,Did not meet expectations,"Please don't buy this phone afer 10 day of purchase notification bar was not open in scrolling
Please don't waste your money",1
7495,Very poor,Very bad quality and old version charger I am so unhappy for buying this product 😭,1
7496,Worth every penny,Excellent thnku flipkart,5
7497,Terrific purchase,What a amazing mobile 😮 wow!,5
7498,Horrible,"The worst product for ever.Hate this phone.Bad quality,the lowest camera clarity.waste for money & don't bye this anybody otherwise you will relalize like me",1
7499,Brilliant,Super quality,5
7500,Unsatisfactory,"Recently i purchased on offer time. Phone struck problem facing, because of this reason he provided more discount i think. slow performance while multiple apps open time. I don't recommend this phone.",1
7501,Perfect product!,Good and best in the segment..,5
7502,Very Good,good quality mobile,4
7503,Wonderful,"Avarage. Camara is not good, ordinary features.",4
7504,Waste of money!,"Worse mobile of realme.
1. The speaker placement is completely wrong, it is placed on the back side. So, even if your phone rings and is placed on a surface, you won't hear anything. Also the speaker sound is really bad.

2. The camera is not good as well, the photos look unreal, and extra saturated.

I wanted a refund, but flipkart is not helping me at all.
Don't buy this.",1
7505,Super!,Good super 👌,5
7506,Decent product,Ok,3
7507,Delightful,Value for money,4
7508,Don't waste your money,Baqwas phone h ....full waste of money,1
7509,Moderate,Not good,2
7510,Nice,"1.Camera quality just ok
2.No gallery
3.file manager is on Google drive
4.can't record call. if you unable automatic call recording than a sound will hear to other person who is on call.",3
7511,Worthless,Front + back camera quality it's not good,1
7512,Perfect product!,Nice phone on this price segment. Totally value for money.,5
7513,Does the job,Best mobile phone👍,3
7514,Very Good,Nice post 😊,4
7515,Good choice,Very nice,4
7516,Awesome,So nice...satisfied with this product and battery system also good,5
